Name	Year
Tepidibacter thalassicus	2003
Tepidicaulis marinus	2015
Tepidicella xavieri	2006
Tepidimicrobium ferriphilum	2006
Tepidimicrobium xylanilyticum	2009
Tepidimonas aquatica	2003
Tepidimonas fonticaldi	2013
Tepidimonas ignava	2000
Tepidimonas taiwanensis	2006
Tepidimonas thermarum	2007
Tepidiphilus margaritifer	2003
Tepidiphilus succinatimandens	2014
Tepidiphilus thermophilus	2014
Tepidisphaera mucosa	2015
Terasakiella brassicae	2016
Terasakiella pusilla	2002
Terasakiella salincola	2018
Terasakiispira papahanaumokuakeensis	2015
Teredinibacter turnerae	2002
Terrabacter aeriphilus	2010
Terrabacter aerolatus	2007
Terrabacter carboxydivorans	2011
Terrabacter ginsenosidimutans	2011
Terrabacter koreensis	2014
Terrabacter lapilli	2008
Terrabacter terrae	2005
Terrabacter terrigena	2009
Terrabacter tumescens	1989
Terracidiphilus gabretensis	2016
Terracoccus luteus	1997
Terribacillus aidingensis	2010
Terribacillus goriensis	2008
Terribacillus goriensis	2009
Terribacillus halophilus	2007
Terribacillus saccharophilus	2007
Terriglobus albidus	2015
Terriglobus aquaticus	2013
Terriglobus roseus	2007
Terriglobus saanensis	2011
Terriglobus tenax	2014
Terrilactibacillus laevilacticus	2016
Terrimicrobium sacchariphilum	2014
Terrimonas aquatica	2010
Terrimonas arctica	2014
Terrimonas crocea	2017
Terrimonas ferruginea	2006
Terrimonas lutea	2006
Terrimonas pekingensis	2013
Terrimonas rhizosphaerae	2017
Terrimonas rubra	2012
Terrimonas soli	2018
Terrimonas terrae	2017
Terrisporobacter glycolicus	2014
Terrisporobacter mayombei	2014
Terrisporobacter petrolearius	2015
Tersicoccus phoenicis	2013
Tersicoccus solisilvae	2016
Tessaracoccus aquimaris	2018
Tessaracoccus arenae	2017
Tessaracoccus bendigoensis	1999
Tessaracoccus defluvii	2017
Tessaracoccus flavescens	2008
Tessaracoccus flavus	2016
Tessaracoccus lapidicaptus	2014
Tessaracoccus lubricantis	2009
Tessaracoccus oleiagri	2011
Tessaracoccus rhinocerotis	2016
Tessaracoccus terricola	2018
Tetragenococcus halophilus	1993
Tetragenococcus koreensis	2005
Tetragenococcus muriaticus	1997
Tetragenococcus osmophilus	2012
Tetragenococcus solitarius	2005
Tetrasphaera australiensis	2000
Tetrasphaera duodecadis	2006
Tetrasphaera elongata	2002
Tetrasphaera japonica	2000
Tetrasphaera jenkinsii	2006
Tetrasphaera remsis	2007
Tetrasphaera vanveenii	2006
Tetrasphaera veronensis	2006
Tetrathiobacter kashmirensis	2005
Tetrathiobacter mimigardefordensis	2006
Thalassiella azotivora	2017
Thalassobacillus cyri	2009
Thalassobacillus devorans	2005
Thalassobacillus hwangdonensis	2010
Thalassobacillus pellis	2011
Thalassobacter arenae	2009
Thalassobacter stenotrophicus	2005
Thalassobaculum fulvum	2016
Thalassobaculum litoreum	2008
Thalassobaculum salexigens	2010
Thalassobius abyssi	2016
Thalassobius activus	2018
Thalassobius aestuarii	2007
Thalassobius aquaeponti	2015
Thalassobius autumnalis	2018
Thalassobius gelatinovorus	2005
Thalassobius gelatinovorus	2006
Thalassobius litorarius	2016
Thalassobius maritimus	2012
Thalassobius mediterraneus	2005
Thalassococcus halodurans	2007
Thalassocola ureilytica	2015
Thalassolituus marinus	2013
Thalassolituus oleivorans	2004
Thalassomonas actiniarum	2009
Thalassomonas agariperforans	2011
Thalassomonas agarivorans	2006
Thalassomonas eurytherma	2014
Thalassomonas fusca	2014
Thalassomonas ganghwensis	2004
Thalassomonas haliotis	2009
Thalassomonas loyana	2006
Thalassomonas viridans	2001
Thalassospira alkalitolerans	2014
Thalassospira australica	2016
Thalassospira indica	2016
Thalassospira lohafexi	2015
Thalassospira lucentensis	2002
Thalassospira mesophila	2014
Thalassospira povalilytica	2014
Thalassospira profundimaris	2007
Thalassospira tepidiphila	2008
Thalassospira xiamenensis	2007
Thalassospira xianhensis	2010
Thalassotalea agariperforans	2014
Thalassotalea agarivorans	2014
Thalassotalea atypica	2018
Thalassotalea coralli	2018
Thalassotalea crassostreae	2017
Thalassotalea euphylliae	2016
Thalassotalea eurytherma	2015
Thalassotalea ganghwensis	2014
Thalassotalea insulae	2018
Thalassotalea litorea	2017
Thalassotalea loyana	2014
Thalassotalea marina	2015
Thalassotalea montiporae	2016
Thalassotalea piscium	2014
Thalassotalea profundi	2017
Thalassotalea sediminis	2017
Thauera aminoaromatica	2002
Thauera aromatica	1995
Thauera butanivorans	1980
Thauera chlorobenzoica	2001
Thauera humireducens	2013
Thauera linaloolentis	1999
Thauera mechernichensis	1999
Thauera phenylacetica	2002
Thauera propionica	2018
Thauera selenatis	1993
Thauera terpenica	1999
Thaumasiovibrio occultus	2018
Thaumasiovibrio subtropicus	2018
Thermacetogenium phaeum	2000
Thermaerobacter composti	2010
Thermaerobacter litoralis	2006
Thermaerobacter marianensis	1999
Thermaerobacter nagasakiensis	2002
Thermaerobacter subterraneus	2002
Thermanaeromonas burensis	2016
Thermanaeromonas toyohensis	2002
Thermanaerovibrio acidaminovorans	1999
Thermanaerovibrio velox	2000
Thermasporomyces composti	2011
Thermicanus aegyptius	2000
Thermincola carboxydiphila	2005
Thermincola ferriacetica	2007
Thermithiobacillus plumbiphilus	2016
Thermithiobacillus tepidarius	2000
Thermoactinomyces candidus	1975
Thermoactinomyces daqus	2014
Thermoactinomyces dichotomicus	1973
Thermoactinomyces guangxiensis	2015
Thermoactinomyces intermedius	1981
Thermoactinomyces khenchelensis	2017
Thermoactinomyces peptonophilus	1971
Thermoactinomyces putidus	1989
Thermoactinomyces sacchari	1971
Thermoactinomyces thalpophilus	1989
Thermoactinomyces vulgaris	1899
Thermoactinospora rubra	2012
Thermoanaerobacter acetoethylicus	1993
Thermoanaerobacter brockii	1993
Thermoanaerobacter ethanolicus	1982
Thermoanaerobacter finnii	1986
Thermoanaerobacter italicus	1998
Thermoanaerobacterium aciditolerans	2007
Thermoanaerobacterium aotearoense	1996
Thermoanaerobacterium polysaccharolyticum	2001
Thermoanaerobacterium saccharolyticum	1993
Thermoanaerobacterium thermosaccharolyticum	1994
Thermoanaerobacterium thermostercoris	2011
Thermoanaerobacterium thermosulfurigenes	1993
Thermoanaerobacterium xylanolyticum	1993
Thermoanaerobacterium zeae	2001
Thermoanaerobacter kivui	1994
Thermoanaerobacter mathranii	1998
Thermoanaerobacter pseudethanolicus	2007
Thermoanaerobacter siderophilus	1999
Thermoanaerobacter subterraneus	2000
Thermoanaerobacter sulfurigignens	2007
Thermoanaerobacter sulfurophilus	1998
Thermoanaerobacter tengcongensis	2001
Thermoanaerobacter thermocopriae	1994
Thermoanaerobacter thermohydrosulfuricus	1993
Thermoanaerobacter uzonensis	2008
Thermoanaerobacter wiegelii	1996
Thermoanaerobacter yonseiensis	2001
Thermoanaerobaculum aquaticum	2013
Thermoanaerobium acetigenum	1994
Thermoanaerobium brockii	1983
Thermobacillus composti	2007
Thermobacillus xylanilyticus	2000
Thermobacteroides acetoethylicus	1983
Thermobacteroides leptospartum	1989
Thermobacteroides proteolyticus	1985
Thermobifida alba	1998
Thermobifida cellulosilytica	2002
Thermobifida fusca	1998
Thermobifida halotolerans	2008
Thermobispora bispora	1996
Thermobrachium celere	1996
Thermocatellispora tengchongensis	2012
Thermochromatium tepidum	1998
Thermocladium modestius	1998
Thermococcoides shengliensis	2010
Thermococcus acidaminovorans	2001
Thermococcus aegaeus	2000
Thermococcus aggregans	1998
Thermococcus alcaliphilus	1997
Thermococcus atlanticus	2004
Thermococcus barophilus	1999
Thermococcus barossii	2005
Thermococcus celer	1983
Thermococcus celericrescens	2007
Thermococcus chitonophagus	1996
Thermococcus cleftensis	2014
Thermococcus coalescens	2005
Thermococcus eurythermalis	2015
Thermococcus fumicolans	1996
Thermococcus gammatolerans	2003
Thermococcus gorgonarius	1998
Thermococcus guaymasensis	1998
Thermococcus hydrothermalis	1997
Thermococcus kodakarensis	2005
Thermococcus litoralis	2001
Thermococcus nautili	2014
Thermococcus pacificus	1998
Thermococcus paralvinellae	2014
Thermococcus peptonophilus	1996
Thermococcus piezophilus	2017
Thermococcus prieurii	2013
Thermococcus profundus	1995
Thermococcus sibiricus	2001
Thermococcus siculi	2000
Thermococcus stetteri	1990
Thermococcus thioreducens	2007
Thermococcus waiotapuensis	2001
Thermococcus zilligii	1999
Thermocrinis albus	2002
Thermocrinis jamiesonii	2015
Thermocrinis minervae	2010
Thermocrinis ruber	1999
Thermocrispum agreste	1995
Thermocrispum municipale	1995
Thermodesulfatator atlanticus	2010
Thermodesulfatator autotrophicus	2016
Thermodesulfatator indicus	2004
Thermodesulfitimonas autotrophica	2017
Thermodesulfobacterium commune	1995
Thermodesulfobacterium hveragerdense	2000
Thermodesulfobacterium hydrogeniphilum	2002
Thermodesulfobacterium thermophilum	1995
Thermodesulfobium acidiphilum	2017
Thermodesulfobium narugense	2004
Thermodesulforhabdus norvegica	1996
Thermodesulfovibrio aggregans	2008
Thermodesulfovibrio hydrogeniphilus	2009
Thermodesulfovibrio islandicus	2000
Thermodesulfovibrio thiophilus	2008
Thermodesulfovibrio yellowstonii	1994
Thermodiscus maritimus	2003
Thermofilum pendens	1983
Thermofilum uzonense	2016
Thermoflavifilum aggregans	2014
Thermoflavimicrobium dichotomicum	2005
Thermoflexibacter ruber	2017
Thermoflexus hugenholtzii	2014
Thermogemmatispora carboxidivorans	2014
Thermogemmatispora foliorum	2011
Thermogemmatispora onikobensis	2011
Thermogladius calderae	2016
Thermogutta hypogea	2015
Thermogutta terrifontis	2015
Thermogymnomonas acidicola	2007
Thermohalobacter berrensis	2000
Thermohydrogenium kirishiense	1996
Thermoleophilum album	1986
Thermoleophilum minutum	1986
Thermolithobacter carboxydivorans	2007
Thermolithobacter ferrireducens	2007
Thermolongibacillus altinsuensis	2014
Thermolongibacillus kozakliensis	2014
Thermomicrobium carboxidum	2014
Thermomicrobium fosteri	1976
Thermomicrobium roseum	1973
Thermomonas brevis	2003
Thermomonas carbonis	2014
Thermomonas fusca	2003
Thermomonas haemolytica	2002
Thermomonas hydrothermalis	2003
Thermomonas koreensis	2006
Thermomonospora alba	1973
Thermomonospora chromogena	1984
Thermomonospora curvata	1957
Thermomonospora formosensis	1986
Thermomonospora fusca	1984
Thermomonospora mesophila	1971
Thermomonospora mesouviformis	1974
Thermonema lapsum	1989
Thermonema rossianum	1997
Thermophagus xiamenensis	2013
Thermoplasma acidophilum	1970
Thermoplasma volcanium	1988
Thermopolyspora flexuosa	2005
Thermoproteus neutrophilus	1989
Thermoproteus tenax	1982
Thermoproteus thermophilus	2015
Thermoproteus uzoniensis	2001
Thermorudis peleae	2014
Thermorudis pharmacophila	2015
Thermosediminibacter litoriperuensis	2006
Thermosediminibacter oceani	2006
Thermosinus carboxydivorans	2004
Thermosipho activus	2014
Thermosipho affectus	2011
Thermosipho africanus	1989
Thermosipho atlanticus	2004
Thermosipho geolei	2001
Thermosipho globiformans	2011
Thermosipho japonicus	2000
Thermosipho melanesiensis	1997
Thermosphaera aggregans	1998
Thermosporothrix hazakensis	2010
Thermosporothrix narukonensis	2016
Thermostaphylospora chromogena	2018
Thermostaphylospora grisealba	2018
Thermostilla marina	2016
Thermosulfidibacter takaii	2008
Thermosulfurimonas dismutans	2012
Thermosulfuriphilus ammonigenes	2017
Thermosyntropha lipolytica	1996
Thermosyntropha tengcongensis	2012
Thermotalea metallivorans	2009
Thermoterrabacterium ferrireducens	1997
Thermothrix azorensis	1996
Thermothrix thiopara	1981
Thermotoga caldifontis	2014
Thermotoga elfii	1995
Thermotoga hypogea	1997
Thermotoga lettingae	2002
Thermotoga maritima	1986
Thermotoga naphthophila	2001
Thermotoga neapolitana	1989
Thermotoga petrophila	2001
Thermotoga profunda	2014
Thermotoga subterranea	2000
Thermotoga thermarum	1992
Thermotomaculum hydrothermale	2017
Thermotunica guangxiensis	2014
Thermovenabulum ferriorganovorum	2002
Thermovenabulum gondwanense	2010
Thermovibrio ammonificans	2004
Thermovibrio guaymasensis	2006
Thermovibrio ruber	2002
Thermovirga lienii	2006
Thermovorax subterraneus	2012
Thermovum composti	2012
Thermus antranikianii	2000
Thermus aquaticus	1969
Thermus arciformis	2010
Thermus brockianus	1995
Thermus caldifontis	2017
Thermus caliditerrae	2014
Thermus chliarophilus	1995
Thermus composti	2012
Thermus filiformis	1987
Thermus igniterrae	2000
Thermus islandicus	2009
Thermus oshimai	1996
Thermus ruber	1984
Thermus scotoductus	1994
Thermus silvanus	1995
Thermus thermophilus	1995
Thermus thermophilus	1995
Thioalbus denitrificans	2011
Thioalkalibacter halophilus	2009
Thioalkalicoccus limnaeus	2000
Thioalkalimicrobium aerophilum	2001
Thioalkalimicrobium cyclicum	2002
Thioalkalimicrobium microaerophilum	2007
Thioalkalimicrobium sibiricum	2001
Thioalkalispira microaerophila	2002
Thioalkalivibrio denitrificans	2001
Thioalkalivibrio halophilus	2005
Thioalkalivibrio jannaschii	2002
Thioalkalivibrio nitratireducens	2003
Thioalkalivibrio nitratis	2001
Thioalkalivibrio paradoxus	2002
Thioalkalivibrio sulfidiphilus	2012
Thioalkalivibrio thiocyanodenitrificans	2005
Thioalkalivibrio thiocyanoxidans	2002
Thioalkalivibrio versutus	2001
Thiobaca trueperi	2002
Thiobacillus acidophilus	1983
Thiobacillus albertis	1988
Thiobacillus aquaesulis	1995
Thiobacillus caldus	1995
Thiobacillus concretivorus	1945
Thiobacillus delicatus	1984
Thiobacillus denitrificans	1989
Thiobacillus ferrooxidans	1951
Thiobacillus halophilus	1995
Thiobacillus hydrothermalis	1997
Thiobacillus intermedius	1963
Thiobacillus neapolitanus	1957
Thiobacillus novellus	1934
Thiobacillus perometabolis	1967
Thiobacillus rapidicrescens	1983
Thiobacillus tepidarius	1985
Thiobacillus thermosulfatus	1996
Thiobacillus thiooxidans	1922
Thiobacillus thioparus	1904
Thiobacillus thiophilus	2009
Thiobacillus thyasiris	1995
Thiobacillus versutus	1983
Thiobacimonas profunda	2015
Thiobacterium bovistum	1989
Thiobacter subterraneus	2005
Thiocapsa halophila	1991
Thiocapsa litoralis	2000
Thiocapsa marina	2004
Thiocapsa pendens	1998
Thiocapsa pfennigii	1970
Thiocapsa rosea	1998
Thiocapsa roseopersicina	1888
Thioclava arenosa	2017
Thioclava atlantica	2015
Thioclava dalianensis	2013
Thioclava electrotropha	2018
Thioclava indica	2015
Thioclava marina	2017
Thioclava nitratireducens	2017
Thioclava pacifica	2005
Thioclava sediminum	2017
Thiococcus pfennigii	1998
Thiocystis cadagnonensis	2011
Thiocystis chemoclinalis	2011
Thiocystis gelatinosa	1971
Thiocystis minor	1998
Thiocystis violacea	1888
Thiocystis violascens	1998
Thiodictyon bacillosum	1971
Thiodictyon elegans	1888
Thiofaba tepidiphila	2008
Thiofilum flexile	2018
Thioflavicoccus mobilis	2001
Thiogranum longum	2015
Thiohalobacter thiocyanaticus	2010
Thiohalocapsa halophila	1998
Thiohalocapsa marina	2009
Thiohalomonas denitrificans	2007
Thiohalomonas nitratireducens	2007
Thiohalophilus thiocyanatoxydans	2007
Thiohalorhabdus denitrificans	2008
Thiohalospira alkaliphila	2008
Thiohalospira halophila	2008
Thiolamprovum pedioforme	1998
Thiolapillus brandeum	2015
Thiolinea disciformis	2018
Thiomargarita namibiensis	1999
Thiomicrorhabdus arctica	2017
Thiomicrorhabdus chilensis	2017
Thiomicrorhabdus frisia	2017
Thiomicrorhabdus hydrogeniphila	2017
Thiomicrorhabdus psychrophila	2017
Thiomicrospira aerophila	2017
Thiomicrospira arctica	2005
Thiomicrospira chilensis	1999
Thiomicrospira crunogena	1985
Thiomicrospira cyclica	2017
Thiomicrospira denitrificans	1975
Thiomicrospira frisia	1999
Thiomicrospira halophila	2006
Thiomicrospira hydrogeniphila	2016
Thiomicrospira kuenenii	1999
Thiomicrospira microaerophila	2017
Thiomicrospira pelophila	1972
Thiomicrospira psychrophila	2005
Thiomicrospira sibirica	2017
Thiomicrospira thermophila	2004
Thiomicrospira thyasirae	1995
Thiomonas arsenitoxydans	2011
Thiomonas bhubaneswarensis	2009
Thiomonas cuprina	1997
Thiomonas delicata	2006
Thiomonas intermedia	1997
Thiomonas islandica	2011
Thiomonas perometabolis	1997
Thiomonas thermosulfata	1997
Thiopedia rosea	1888
Thiophaeococcus fuscus	2014
Thiophaeococcus mangrovi	2008
Thioploca araucae	1984
Thioploca chileae	1984
Thioploca ingrica	1984
Thioploca schmidlei	1907
Thioprofundum hispidum	2011
Thioprofundum lithotrophicum	2010
Thiopseudomonas denitrificans	2015
Thioreductor micantisoli	2005
Thiorhodococcus alkaliphilus	2017
Thiorhodococcus bheemlicus	2007
Thiorhodococcus fuscus	2015
Thiorhodococcus kakinadensis	2007
Thiorhodococcus mannitoliphagus	2006
Thiorhodococcus minor	1998
Thiorhodococcus modestalkaliphilus	2010
Thiorhodospira sibirica	1999
Thiorhodovibrio winogradskyi	1993
Thiosphaera pantotropha	1984
Thiospira winogradskyi	1914
Thiospirillum jenense	1900
Thiothrix caldifontis	2009
Thiothrix defluvii	1999
Thiothrix disciformis	2002
Thiothrix eikelboomii	1999
Thiothrix flexilis	2002
Thiothrix fructosivorans	1999
Thiothrix lacustris	2009
Thiothrix nivea	1888
Thiothrix unzii	1999
Thiovirga sulfuroxydans	2005
Thiovulum majus	1913
Thorsellia anophelis	2006
Thorsellia kandunguensis	2015
Thorsellia kenyensis	2015
Tianweitania sediminis	2016
Tibeticola sediminis	2017
Timonella senegalensis	2016
Tindallia californiensis	2003
Tindallia magadiensis	1999
Tindallia texcoconensis	2009
Tissierella carlieri	2014
Tissierella creatinini	1995
Tissierella creatinophila	1998
Tissierella praeacuta	1986
Tistlia consotensis	2010
Tistrella bauzanensis	2011
Tistrella mobilis	2003
Tolumonas auensis	1996
Tolumonas lignilytica	2016
Tolumonas osonensis	2011
Tomitella biformata	2010
Tomitella cavernea	2014
Toxothrix trichogenes	1953
Trabulsiella guamensis	1992
Trabulsiella odontotermitis	2007
Tranquillimonas alkanivorans	2008
Treponema amylovorum	1997
Treponema azotonutricium	2004
Treponema berlinense	2005
Treponema brennaborense	1999
Treponema bryantii	1980
Treponema caldarium	2013
Treponema denticola	1993
Treponema hyodysenteriae	1972
Treponema innocens	1979
Treponema isoptericolens	2008
Treponema lecithinolyticum	1999
Treponema maltophilum	1996
Treponema medium	1997
Treponema minutum	1912
Treponema pallidum	1905
Treponema paraluiscuniculi	1974
Treponema parvum	2001
Treponema pectinovorum	1983
Treponema pedis	2009
Treponema pertenue	1910
Treponema porcinum	2005
Treponema primitia	2004
Treponema putidum	2004
Treponema rectale	2017
Treponema ruminis	2017
Treponema saccharophilum	1986
Treponema socranskii	1984
Treponema stenostreptum	2013
Treponema succinifaciens	1981
Treponema zuelzerae	2013
Trichlorobacter thiogenes	2001
